Word	POS	BNC Rank	Google Rank	IPA	Conjugations	Synonyms	Arabic	Chinese	German	Greek	English	French	Italian	Japanese	Korean	Dutch	Portuguese	Russian	Spanish	Swedish	Thai	Turkish
specification	n.	6507	3862	spˌɛsɪfɪkˈeɪʃən	specifications	N/A	تخصيص, تعيين, تفصيل, مواصفة	规格, 详述, 详细说明书	Spezifizierung; (Bau-, Patent-, Einzel-) Beschreibung	λεπτομερής όρος, προσδιορισμός, λεπτομέρεια, διασάφηση	act of specifying; item or detail included in a description of requirements or plans; detailed written description of an invention submitted in a patent request	énumération, ordre, instructions; spécification; indice, description	specificazione, specifica; descrizione dettagliata; lista dettagliata; (tecn, Mecc) dati caratteristici; (Dir) descrizione dettagliata dell'invenzione	詳述; 詳説; 明細書	상술; 명세서; 특허 설명서	specificatie; bestek, technische beschrijving	especificação; enumeração; minuta; detalhe; ordens	уточнение; определение, характеристика, описание; инструкция, правила	especificación; requisito, condición	specificering, specificerande; specifikation, detaljering; instruktioner; förteckning; index, beskrivning	ข้อจำกัด การจำกัด	belirtme, belirleme, tanımlama, tarif, şartname, beyanname, ayrıntılarıyla belirtme
specimen	n.	7666	12452	spˈɛsəmən	specimens	N/A	عينة, نموذج, شخص, مثال	样品, 标本, 试料	Probe (-stück), Muster; Probe-	δείγμα, είδος, υπόδειγμα	example, part seen as typical of a whole; sample taken for the purpose of analysis or testing; unique or peculiar person (Slang)	exemple; modèle, échantillonnage; exemple typique, exemple illustrant; "type", spécimen (Argot)	esemplare, modello; campione; saggio, specimen; (tecn) provino	見本; 実例; 標本; 人	견본, 예; 분석이나 시험을 위한 표본; 별난 사람(속어)	specimen, monster, staaltje	espécime; amostra; exemplar; exemplar grátis; número de prova; "tipo", pessoa especial (gíria)	образец, экземпляр, тип, субъект, проба	espécimen, muestra	exempel; prov, provbit; exemplar, specimen, typiskt exempel; original, typ (person)	ตัวอย่าง ตัวอย่างสำหรับทดสอบ	örnek, numune, model, simge, tahlil, ilginç tip, acayip kimse, göstermelik, tip
spectrum	n.	5893	4482	spˈɛktrəm	N/A	N/A	طيف, خيال, زور, شبح, الأنوار المشكلة للضوء, سلم الألوان, سلسلة	光谱, 范围, 系列	Spektrum (durch Lichtzerlegung entstehendes farbiges Band); breiter Bogen; Entfernung	φάσμα, φωτόφασμα, πρισματικό φάσμα	range of colors (as seen in a rainbow); broad range of connected ideas or events	spectre; variété, échéance, terme	(Fis) spettro; (fig) gamma, serie; (Rad) gamma completa di frequenze	スペクトル; 範囲; 幅	스펙트럼, 분광( 무지개 처럼 보이는); 연결된 생각이나 사건의 넓은 범위, 연속체	spectrum; gamma	espectro; distância; área de alcance	спектр	espectro	spektrum; färgskala	สเป็กทรั่ม แถบสีหลายหลากสี	spektrum, tayf, göz kamaştıktan sonraki görüntü, birbiri ile ilgili düşünce ve nesneler dizisi
sperm	n.	24380	8978	spˈɜm	N/A	N/A	مني, جرثومة, العنبر حوت عظيم, بذرة, المني الحيوان المنوي, نطفة, زيت العنبر	精液, 精虫, 鲸油, 抹香鲸	(männliches) Sperma, Samen	σπέρμα	semen; male reproductive cell	sperme, spermatozoïde	(Biol) spermatozoo, spermio, zoospermio; seme	精液	정액; 남성의 생산 세포	spermacel, zaadcel; sperma, zaad (mannelijk)	esperma, semente (masculina); espermatozóide	сперма, сперматозоид, кашалот	esperma	sperma, sädesvätska; sädescell, spermie	ตัวอสุจิ น้ำกามผู้ชาย	sperm, sperma, meni, balina yağı, ispermeçet
sphere	n.	6848	9448	sfˈɪr	spheres	N/A	ميدان, دنيا, صعيد, فلك, الكرة السماوية, نجم سيار, مجال النشاط, منزلة إجتماعية, جسم كروى	球, 球面, 球体, 天体, 地球仪, 范围	Sphäre, Bereich, Feld	σφαίρα	round three-dimensional geometric figure whose surface is at all points equidistant from the center; ball, globe, orb; heavens, sky; celestial body, planet; domain, realm, area	sphère; rond, roue; domaine, terrain; le ciel; le globe terrestre; étoiles	(Geom) sfera; globo, palla; (Astr) astro, corpo celeste; sfera celeste; (fig) campo, settore, ambito	球体; 球; 天空; 天体; 地域	구, 둥그런 입체의 기하학적인 모양; 공, 지구; 천공; 행성; 영역, 권	sfeer, bol; globe, hemelbol; plechtig hemelgewelf; kring, arbeidsveld;omvang, gebied	bola, roda; campo, setor, área; astro, céu; globo; planeta, corpo celeste; esfera	сфера, шар; глобус, планета, небо; круг деятельности, поле деятельности, социальная среда	esfera, bola, globo; dominio, campo de acción	kula, glob; områdefält, krets; sfär; klot; himlakropp; himlavalv	สิ่งแวดล้อม สภาพแวดล้อม	küre, yuvar, yerküre, gökyüzü, tabaka, katman, sınıf, alan, çevre
splice	v.	65055	25124	splˈaɪs	splices spliced splicing	seam join join link marry joint merge unite	شرب كأس, وصل حبلين, جدل طرفين, ربط برباط الزوجية	N/A	spleißen, verbinden, hinzufügen; verheiraten	συγκολλώ, συμπλέκω, συνδέω	join by connecting the ends; join by overlapping and binding (of wood); unite, join together; marry, join in marriage	relier, unifier; marier, mettre en relation un couple pour se marier (argot)	accoppiare (mecc., naut.); congiungere; accoppiare	重ね継ぐ; 継ぐ; 接合する; 結婚させる	꼬아 잇다, 맞대어 잇다, 결혼시키다	verbinden, aan elkaar verbinden, lassen	juntar, unir; combinar; casar, envolver em laços matrimoniais (em gíria)	сплеснивать, сращивать, сплетать, соединять, сращивать концы, соединять внакрой; женить	empalmar, corchar	tvinna; skarva; gifta, viga (slang)	N/A	uçlarını birleştirmek, birbirine eklemek, eklemek, evlendirmek
sponsorship	N/A	7317	7854	spˈɑnsɜʃˌɪp	N/A	aid backing protection finance support funding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
spontaneous	adj.	7818	13631	spɑntˈeɪniəs	N/A	N/A	عفوي, فوري, تلقائي, ذاتي, طبيعي	N/A	spontan, selbstständig (in der Medizin)	αυθόρμητος, πηγαίος, αυτόματος	instinctive, natural; not premeditated, impromptu, unplanned; arising from internal forces (of a natural phenomena)	spontané; automatique; volontaire	spontaneo, istintivo; volontario; involontario, automatico	自然に起こる; 無意識的な; 自然発生的な	자발적인, 자연스러운; 미리 계획하지 않은, 즉각적인; 내부 충동적으로 일어나는, 자연 발생적으로 일어나는	spontaan; uit zichzelf	espontâneo	самопроизвольный, стихийный, спонтанный, добровольный, непринужденный, непосредственный	espontáneo, automático, impensado, voluntario	spontan; självförbränning	ซึ่งเป็นไปตามธรรมชาติ เป็นไปเอง, ซึ่งเกิดขึ้นเอง, โดยสัญชาตญาณ	içten gelen, kendiliğinden olan, doğal, düşünmeden yapılan, çabuk büyüyen [bot.], otomatik olarak olan
spray	n.	10712	4520	sprˈeɪ	sprays sprayed spraying	N/A	رشاش, رذاذ, غضن, رش, باقة, رشاشة, شىء شبيه بالغصن المزهر, وابل	水沫, 浪花, 水花, 喷雾, 喷雾器, 小树枝	Blütenzweig; Sprühregen; Spray, Zerstäuber	σπρέι, αφρός ύδατος, ψεγάδες ύδατος, ράντισμα, ψεκαστήρ, ψεκασμός, ψιχάλες, κλωνάρι, μικρός κλάδος με τα άνθη του	liquid which falls in small droplets; small flowering branch	aérosol, liquide à pulvériser; mitraille, gouttes; vaporisateur; rameau fleurissant; pulvérisateur	spruzzi, spruzzo; getto vaporizzato, spray; spruzzatore, nebulizzatore; (fig) scarica, sventagliata	しぶき; しぶき状のもの; スプレー; 小枝; 小枝形の飾り	스프레이, 작은 물방울; 잔가지	takje; verstuiver, spuitbuis; straal, wolk (verstoven vloeistof)	salpico; gotícula; repuxo; ramo; apanhado de flores; pulverizador	ветка, побег [бот.]; хворостина; водяная пыль; распылитель, пульверизатор	rociada, aspersión; aerosol, atomizador, vaporizador; ramillete, buqué, ramo	sprej; stänk, droppar; blomstrande kvist	กิ่งไม้เล็กๆ ที่มีดอกหรือผล	serpinti, çiseleme, sprey, püsküren sıvı, püskürtücü, bahar dalı, filiz, sürgün
stabilize	v.	33169	23727	stˈeɪbəlˌaɪz	stabilizes stabilized stabilizing	steady soothe calm alleviate	رسخ, ثبت, استقر, حفظ توازن, وازن	N/A	stabilisieren, stabil machen; stabil werden; eine bestimmte Lage halten	σταθεροποιώ, μονιμοποιώ	make stable; become stable; maintain a given level (also stabilise)	stabiliser, frendre stable, devenir stable; maintenir un certain niveau	stabilizzare, rendere fermo	安定させる; 安定する; 一定のレベルで固定する（stabilise とも綴る）	안정시키다; 안정되다; 일정한 단계를 유지시키다	verstevigen, stabiliseren	estabilizar, equilibrar	стабилизировать, делать устойчивым, стабилизироваться	estabilizar, balancear	stabilisera, göra stabil	N/A	stabilize etmek, dengelemek, dengede tutmak, sağlamlaştırmak
stack	n.	12851	5701	stˈæk	stacks stacked stacking	N/A	كومة, مدخنة, الكدس, مجموعة مداخن, الحزمة المشبكة, دفتر, ركام من الفيشات, طائرات	堆叠, 堆, 大量, 书库, 枪架, 烟囱, 堆积, 存贮栈	Stapel, Haufen; Schornstein; (Computer) ein Bereich im Speicher an der man Informationen speichern kann und sie in der umgekehrten Reihenfolge abrufen kann	σωρός, θημωνιά, καπνοδόχος	heap; tall bookshelf; chimney; (Computers) area in memory where information can be stored and then retrieved in the reverse order; (Internet) layers of the open system interconnection used to transfer information	pile; étagère; bûcher; cheminée; pile, zone dans la mémoire où il est possible de stocker de l'information et de la récupérer en ordre inverse à celui d'entrée (informatique)	pila; mucchio; camino, ciminiera; scaffale; (informatica) zona della memoria dove i dati sono depositati e quindi recuperati in ordine inverso; (internet) strati di un sistema di interconnessione utilizzati nel trasferimento dei dati	干し草の山, 稲むら, 麦わらの山; 積み重ね, 山; 書架; （コンピュータ） スタック, 後入れ先出しの方法によって処理を行える記憶領域; （インターネット）情報伝達に使われる相互接続のオープンシステムの層	낟가리, 퇴적, 많음, 한 가리, 걸어 총, 서가, 한 곳에 모여 솟은 일군의 굴뚝, 기차의 굴뚝, 스택, 외따로 선 높은 바위	stapel; (in computers) wachtrij, opslagplaats, een deel van het geheugen waar informatie wordt bewaard en waaruit deze in omgekeerde volgorde kan worden opgevraagd; boekenplank; schoorsteen	pilha, montão; estante de livros; área na memória de um computador onde as informações podem ser armazenadas e depois resgatadas na ordem contrária à de entrada, região da memória reservada onde os programas armazenam dados de status ou variáveis locais (Comp.)	стог, стог сена, скирда, копна; куча, кипа, груда; дымовая труба; шахта доменной печи; стержень колонны; масса, множество; стеллаж, книгохранилище; эшелонирование самолетов перед заходом на посадку	pila; estante para libros; (inform.) área de la memoria en el cual se puede almacenar información y retirarla en un orden inverso al de entrada (en el internet); chimenea embudo	stapel; massa; (hö) stack; skorsten (sgrupp); stapla (upp); stack, stacka, ett område i minnet där det är möjligt att lagra och hämta information som har blivit staplad i ordning (data), hög; bokhylla	N/A	yığın, küme, istif, tınaz, kitap rafı, baca, egzoz, ortak anten, tüfek çatısı
stadium	n.	8362	5826	stˈeɪdiəm	stadia stadiums	pitch arena	مدرج, مدرج للألعاب الرياضية, الأستديوم وحدة طول إغريقية, طور أو مرحلة	露天大型运动场	Stadium, Sportplatz, Kampfbahn	στάδιο	large structure with tiered seating surrounding an open area in which sporting events are held	stade, espace aménagé pour le sport	(Sport) stadio; fase	スタジアム, 競技場	경기장, 스타디움	stadion	estádio	стадион, ристалище	estadio, arena, estádium	stadion, idrottsarena	หน่วยวัดความยาวของกรีกโบราณมีค่าประมาณ 607 ฟุต	stadyum, eski roma ölçü birimi (185 m.)
stance	n.	5232	13168	stˈæns	stances	N/A	موقف, وضع حالة, سباق البدل, رصيف	准备击球姿势, 站立的姿势, 位置, 姿态	Stellung, Auslage	στάση ποδών παίκτη γκολφ, στάση	physical position or bearing while standing; opinion	position, conception, vue; résistance	posizione, atteggiamento del corpo	スタンス; 態度; 立ち幅; 見解	위치, 장소; 입장, 견해	houding	posição, postura; sítio, local	поза, стойка [спорт.], позиция, положение ног (гольф)	postura, posición; estancia, ámbito, recinto	inställning, attityd; ställning	ท่าตีลูกกอล์ฟ	duruş, durum, vaziyet
standardize	v.	63252	36419	stˈændɜdˌaɪz	standardizes standardized standardizing	regulate regiment normalize homogenize	وحد القياس, عاير, إختبر بمعيار, قاس	N/A	standardisieren	κάνω ομοιόμορφον, κάνω κανονικό, σταθεροποιώ, τυποποιώ	establish standards, set basic rules and protocols; compare with a standard, evaluate in accordance with a standard (also standardise)	normaliser, standardiser, uniformiser, établir selon des normes; standardiser, rendre standard, uniformiser; conformer à une norme	standardizzare, tipizzare, unificare, normalizzare; confrontare con o valutare secondo un campione; (Ind) costruire in serie	標準化する	표준에 맞추다, 표준화하다, 표준으로 삼다, 표준에 의거하여 시험하다	standaardiseren, normaliseren	estandardizar, padronizar	стандартизировать, калибровать	estandarizar, estandardizar, homologar, normalizar, regularizar, tipificar, uniformar, uniformizar	standardisera, normalisera; likrikta	N/A	standartlaştırmak, tek tip yapmak, titre etmek, ayarlamak
static	adj.	7494	2710	stˈætɪk	N/A	N/A	سكوني, غير متحرك, راكد, هامد, مثبت في موضعه, ساكن, جامد	N/A	bewegungslos, undynamisch, statisch	στατικός	motionless, stationary; unchanging; of or pertaining to static electricity; acting by weight alone (Physics)	statique; immuable	(Fis, Econ) statico; (Rad) di disturbi atmosferici; (El) elettrostatico	静止した; 活気のない; 静力学の（物理学）	정적인, 움직이지 않는; 변함없는; 정전기의; 정압의 (물리)	immobiel, niet dynamisch, statisch	estático, imóvel, não dinâmico	статический, неподвижный, стационарный	estático	stillastående, statisk, stagnerad	ซึ่งอยู่นิ่งๆ ซึ่งไม่เคลื่อนไหว, ซึ่งไม่พัฒนา	statik, durgun, dingin, sabit, değişmez, parazitli (telsiz)
statistical	adj.	4472	3931	stətˈɪstɪkəl	N/A	geometric arithmetic numerical arithmetical algebraic	إحصائي	N/A	statistisch (mittels Statistik errechnet, auf Daten basiernd)	στατιστικός	of or pertaining to statistics; based on statistics	statistique	statistico	統計の, 統計的な	통계학의; 통계적인	statistisch (wat door de statistieken wordt bepaald, bereikt door het verwerken van informatie)	estatístico	статистический	estadístico	statistisk (som accepterats enligt statisk vetenskap, grundad på bearbetning av information)	ซึ่งเป็นสถิติ เกี่ยวกับการคำนวณทางสถิติ	istatistiksel, istatistiğe dayanan
statistically	adv.	13487	12908	stətˈɪstɪkəli	N/A	N/A	N/A	N/A	statistisch (auf Statistik beruhend)	στατιστικώς	by means of statistics, from a statistical standpoint	statistiquement	statisticamente	統計的に	통계학적으로	statistisch (gebaseerd op de statistieken)	estatisticamente	N/A	conforme a la estadística, estadísticamente, según las estadísticas	statistiskt (grundat på statistisk vetenskap)	N/A	N/A
statistics	n.	3114	1158	stətˈɪstɪks	N/A	data information figures info	إحصائيات, تعداد إحصائية, علم الإحصاء;بند إحصائي مفرد	统计学, 统计资料;统计量	Statistiken (vergleichende zahlenmäßige Erfassung, Untersuchung und Darstellung von Massenerscheinungen);Statistik (vergleichende zahlenmäßige Erfassung, Untersuchung und Darstellung von Massenerscheinungen); statistische Angaben	στατιστική	branch of mathematics that deals with the collection and interpretation of numerical information;numerical fact	statistique (traitement de données systématique, la recherche des faits et des données aux domaines différents en tirant des conclusions à leur égard);donnée statistique	statistiche; statistica;dato statistico	統計; 統計学;統計; 統計学	통계, 통계학;통계값, 통계량	statistiek, statistieken (systematische databewerking);statistieke gegeven	estatística, investigação dos processos de obtenção organização e análise de dados sobre uma população ou um grupo qualquer;estatístico	статистика, статистические данные;статистика	estadística;estadística	statistik (behandling av systematiska uppgifter, forskning i fakta och uppgifter inom olika områden genom att dra slutsatser av dem);statistisk uppgift	วิชาสถิติ	istatistik, istatistik bilimi;istatistik, istatistik bilimi
stereotype	n.	21003	28719	stˈɛrioʊtˌaɪp	stereotypes stereotyped stereotyping	N/A	صفيحة طباعة, مقولب شىء مكرر, سلوك مكرر, التصفيحية	铅版, 陈规, 老套	Stereotyp (allgemeiner Vergleich; schlechte Allgemeinansicht über eine bestimmte Gruppe von Menschen)	στερεοτυπία	conventional and oversimplified concept or image; old process for making metal printing plates; metal printing plate made by the stereotype process	stéréotype (analogie général; une conception générale et superficielle de n'importe quel groupe de gens)	(Tip) stereotipia; lastra stereotipa; (fig) stereotipo	鉛版; 固定観念; 典型	보수적이고 지나치게 단순한 개념 또는 상, 틀에 박힌 개념; 연판술; 연판	stereotype (algemeen beeld; een allesomvattende en oppervlakkige opvatting v.e. bepaalde groep mensen)	estereótipo (imagem generalizada; percepção generalizada e superficial de um determinado grupo de pessoas)	стереотип, шаблон, избитость	estereotipo	stereotyp (generaliserad bild; generaliserad och ytlig uppfattning av en grupp)	N/A	stereotip, klişe, kalıpla basılmış eser, basmakalıp söz
stimulus	n.	6016	16029	stˈɪmyələs	stimuli	spur incentive motivation	باعث, منبه, حافز, الملقن الحاث, المثير	刺激, 激励, 刺激品	Antrieb; Reizmittel; Anregung	παρακινητικό, κίνητρο, διεγερτικό, ελατήριο	something which incites to action; something which quickens a physical or mental process	stimulant; poussée, impulsion; aiguillon	stimolo, pungolo, sprone, incitamento, incentivo	刺激; 激励	자극제; 흥분제	stimulus, prikkel	estímulo; incentivo	стимул, побудительная причина, возбуждающий фактор, раздражитель, влияние	estímulo, acicate, aguijón, espuela, incentivo	stimulans; drivfjäder, sporre	ยากระตุ้น	uyarıcı, uyandırıcı, canlandırıcı, teşvik edici şey, ısırgan otu tüyü
straightforward	adj.	4658	11924	strˈeɪtfˈɔrwɜd	N/A	candid straight uncomplicated simple easy frank forthright open upfront undemanding honest direct basic	صريح, مستقيم, بسيط, أمين, دقيق	N/A	ehrlich; fair; offen; klar	ευθώς, έντιμος, ειλικρινής	frank, candid; sincere; honest; simple, uncomplicated; travelling in a straight course	franc; sincère, droit, direct; honnête; loyal; simple	diritto, rettilineo; franco, schietto, leale, aperto; retto, onesto, tutto d'un pezzo; semplice, chiaro, lineare	真っすぐな; 正直な; わかりやすい	솔직한; 진실한; 정직한; 단순한, 복잡하지 않은; 직선으로 가는	direkt; eerlijk; openlijk; duidelijk	direto, sincero; justo; claro	прямой, честный, откровенный; ведущий прямо вперед, движущийся прямо вперед; простой	honesto, campechano, directo, sincero	rättfram; uppriktig; enkel; lättfattlig	N/A	dürüst, doğru sözlü, açık, hilesiz, basit, kolay
strand	v.	11299	8560	strˈænd	strands stranded stranding	component trap string lock curl feature leave filament constituent abandon element aspect thread fiber maroon wisp tress	تجنح السفينة, ترك, هجر, جدل حبلا	N/A	festsitzen; trocken setzen; jemanden seinem Schicksal überlassen	πλέκω, εξοκέλλω	drive up onto the shore; be driven onto the shore; leave someone in a difficult situation; be stuck in a difficult situation	échouer; se bloquer	(Mar) incagliare, mandare in secca; (estens) lasciare senza mezzi di trasporto, lasciare a piedi; (fig) mettere nei guai, mettere in difficoltà	座礁させる; 座礁する; 置き去りにする; 置き去りにされる	기슭으로 몰다; 기슭으로 몰아지다; 어떤사람을 궁지에 처하게 하다; 궁지에 처하다	doen stranden, op het strand zetten; blijven zitten, niet verder kunnen	naufragar; encalhar; dar à costa	сесть на мель, выбросить на берег; скручивать, вить	vararse, abarrancarse, atollarse; dejar desamparado; encallar; trenzar	stranda; driva upp på stranden; fastna	N/A	karaya oturtmak, başarısızlığa uğramak, karaya oturmak, bükmek (ip vb.), telini koparmak (kablo vb.)
strategic	adj.	3262	2565	strətˈidʒɪk	N/A	N/A	إستراتيجي	N/A	strategisch ( auf Strategie beruhend, geplant, ein gewisses Ziel im Auge habend)	N/A	based on strategy, designed to achieve a goal; extremely important or beneficial (especially in regards to military advantage); intended to destroy the enemy's military potential	stratégique, basé sur la stratégie; employé pour atteindre son but; extrêmement important et bénéfique; qui présente un intérêt militaire, tactique	(Mil) strategico	戦略の; 戦略上重要な	전략상의, 전략의; 매우 중요한 ( 특히 군사적으로); 적군의 잠재력을 파괴하려고 의도된	strategisch (gebaseerd op de strategie, gepland; om een doel te bereiken)	estratégico	стратегический, оперативный	estratégico	strategisk (grundad på strategi, avsedd att träffa ett visst mål)	เกี่ยวกับยุทธวิธีหรือกลยุทธ์ ในทางยุทธศาสตร์	stratejik, şartlara uygun, savaş stratejisine uygun
strictly	adv.	4698	6100	strˈɪktli	N/A	stringently faithfully harshly severely rigorously sternly accurately narrowly truly precisely exactly meticulously closely firmly	بدقة, بصرامة, بتشدد	N/A	pedantisch, streng	αυστηρώς, αυστηρά	severely, harshly; literally; explicitly, exactly; absolutely, completely	exactement, rigoureusement	rigorosamente, severamente; precisamente, strettamente; (fam) esclusivamente, solo, soltanto	厳しく, 厳密に	엄격하게; 정확하게 ; 완전하게, 절대적으로	precies; serieus	estritamente, duramente, rigidamente; exatamente; absolutamente, completamente; a rigor	строго, настрого, точно	estrictamente, a rajatabla, en rigor, rígidamente, rigurosamente	noggrant, strängt	อย่างแท้จริง อย่างแน่นอน	katı bir biçimde, sert bir biçimde, doğrusu, açıkçası, tam olarak, tam anlamıyla, kesinlikle
stripe	n.	28903	11574	strˈaɪp	stripes striped striping	line strip hoop streak band bar	شريط, خط, شارة رتبة عسكرية, ضربة بالعصا, أثر ضربة بالعصا, قلم, شريط على الكم دال للرتبة العسكرية, ضرب, نوع, طراز	斑纹, 条纹	Streifen; Tresse	γραμμή, μαστίγωση, ρίγα, ταινία, ράβδωση	narrow band differing in color or texture from that which surrounds it; ribbon or strip of cloth indicating rank or length of service; sort, kind; stroke, blow (such as one made with a whip)	raie, mètre-ruban; flagellation, fustigation	striscia, riga, banda, stria, lista; (Mil) gallone	縞; 袖章; 種類	줄무늬, 끈; 수장, 지위나 길이를 나타내기 위한 가느다란 끈; 종류; 채찍 자국	streep, strook	tira; classe; franja; fita de posto; chicotada	полоса, черта, кайма, нашивка; полосатый материал, характер, тип, удар бичом, порка	raya, banda, faja, franja; galón, cheurón; azote, latigazo; calaña, clase, índole, tipo	band; streck (gradbeteckning); piskrapp	การโบย การตี, การเฆี่ยน	şerit, çubuk, çizgi, rütbe, çizgili kumaş, sopa darbesi, kamçı darbesi, cins, çeşit, tür
sub	n.	20002	1732	sˈʌb	subs subbed subbing	subordinate junior associate secondary	تحت بادئة, دون بادئة, غواصة	补充人员, 部下, 潜水艇, 胶层, 订户, 傻子	U-Boot; Abonnement; Ersatz	N/A	(Informal) substitute; submarine; subordinate; sublieutenant	remplaçant, sous-marin	(fam) sottomarino; sottoscrizione; sostituto; abbonato; redattore aggiunto; subalterno	潜水艦; 代わり; 身代わり	(구어)대체물; 잠수함; 복종, 종속; 해군중위	plaatsvervanger; duikboot; secundair redacteur	redator noturno; vice-redator; submarino; substituto	подчиненный; подземная железная дорога, метро; абонент; пожертвование, подписание	sustituto; submarino	ersättare; redaktör; ubåt; underlydande; löjtnant	เรือดำน้ำ	N/A
subjective	adj.	7225	9986	səbdʒˈɛktɪv	N/A	N/A	شخصي, وهمي, ذاتي, غير موضوعي, فاعلى متعلق بالفاعل	N/A	persönlich, subjektiv	υποκειμενικός	existing in the mind; personal	subjectif	soggettivo	主観の; 個人的な; 想像の; 主観的に表現する	주관의, 마음의; 개인적인	persoonlijk; subjektief	pessoal; subjetivo	субъективный, свойственный подлежащему	subjetivo	personligt färgad, subjektiv	เกี่ยวกับนามธรรม ซึ่งอยู่ภายในจิตใจ	öznel, sübjektif, kişisel bakış açısı ile ilgili, yalnız hasta tarafından algılanan
subset	n.	21624	10910	sˈʌbsˌɛt	N/A	separation compartment split detachment division rift	N/A	子集	Untergruppe	υποσύνολο	set whose components are contained within another set	sous-ensemble	sottosistemazione	部分集合	N/A	onderafdeling	sub-sistema	подмножество	subconjunto	undersystem	ตัวเลขที่อยู่ภายใต้ตัวเลขอื่น (คณิตศาสตร์) ตัวเลขย่อย	N/A
substitution	n.	10787	11440	sˌʌbstɪtˈuʃən	N/A	N/A	استبدال, إنابة, نيابة, الاستبدال	代替, 替换, 代替物	Ersetzung; Einsetzung, Verwendung	αντικατάσταση, υποκατάσταση	replacement; act or instance of substituting	substitution, remplacement	sostituzione	代用; 入れ換え	대리, 치환	vervanging	substituição, troca de lugar	замена, подмена, замещение, подстановка	sustitución, antonomasia, subrogación, substitución, suplantación, suplencia; cambio	ersättande, utbyte	การแทนที่	yerine koyma, yerine geçme, ikame, vekil tayin etme, yerini alan şey, yer değiştirme
substrate	n.	30548	11013	sˈʌbstrˌeɪt	N/A	N/A	N/A	底层, 地层, 衬底, 基底, 基质, 酶作用物, 酶解物	Substrat; Grundlage, Grundschicht	υπόστρωμα	substance upon which an enzyme acts (in a biochemical reaction); substratum, layer that lies beneath another	substrat, couche; base, infrastructure	sottostrato	下層	N/A	onderlaag	substrato; base, fundamento	подложка	Substrato, lo que forma la parte esencial del ser y es independiente a sus cualidades; substrato lo que está debajo del estrato	substrat; bakgrund	N/A	N/A
subtle	adj.	5004	9839	sˈʌtəl	subtler subtlest	understated shrewd faint insinuating crafty sly delicate cunning restrained fine slight clever ingenious devious	متقن, رقيق, ماهر, حاذق, بارع, ماكر, حاد الذهن, بالغ الرقة	N/A	fein, dünn, scharf	λεπτός, ευφυής, πανούργος	delicate; faint, elusive; implied; shrewd, astute; sly, cunning	délicat; subtil, fin, ténu; aigu, astucieux	tenue, sottile, debole; impercettibile, inafferrabile; acuto, perspicace, penetrante; destro; astuto, scaltro, accorto, furbo	かすかな; 何ともいえない; 鋭い; 巧みな	세밀한; 희미한, 미묘한; 교활한; 음흉한	gevoelig, subtiel, scherpzinnig	sutil, delicado	тонкий, нежный, острый, проницательный, трудноуловимый, неуловимый, едва различимый, искусный, утонченный, коварный, хитрый, вкрадчивый	sutil, alambicado, delicado, imponderable, refinado	tunn, fin, mild	มีเล่ห์เหลี่ยม เจ้าเล่ห์	hoş, tatlı, ince, incelikli, çözümü zor, zeki, zekice, ustaca yapılmış
subtract	v.	57993	20728	səbtrˈækt	subtracts subtracted subtracting	deduct	طرح, أخرج, انسحب, خصم	N/A	abziehen, subtrahieren; schmälern	αφαιρώ	take away part of a whole, remove, deduct; deduct one number from another (Mathematics)	soustraire, retrancher, escompter, diminuer, amoindrir	sottrarre, detrarre, levar via, togliere	引く; 引き算をする	감하다, 공제하다; 뺄셈을 하다(수학)	aftrekken (van)	subtrair, diminuir, deduzir	вычитать, отнимать	sustraer, deducir, restar, substraer	dra ifrån, dra av, subtrahera, minska	N/A	çıkarmak, çıkarma yapmak
sufficiently	N/A	3789	9924	səfˈɪʃəntli	N/A	amply suitably satisfactorily adequately	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
suicide	n.	5563	5741	sˈuəsˌaɪd	suicides	N/A	انتحار, منتحر, محاول الإنتحار	自杀, 自杀者	Selbstmord	αυτοκτονία, αυτοχειρία, αυτοκτόνος, αυτόχειρ	act of intentionally taking one's own life; act of destroying one's own interests; one who commits suicide	suicide	suicidio; suicida	自殺, 自害; 自殺行為; 自殺者	자살; 자살적 행위; 자살자, 자결자	zelfmoord	suicídio	самоубийство, самоубийца, провал планов по собственной вине	suicida, autodestrucción, suicidio	självmord	N/A	intihar, intihar eden kimse
super	adj.	5838	1208	sˈupɜ	supers supered supering	N/A	أعظم, أعلى, رهيب, رائع, مفرط, مغالي فيه, نابغة, عبقري, ممتاز	N/A	riesig; super	έξοχος, σούπερ	superior, excellent, outstanding, exceptional	immense; supérieur; formidable	(fam) super, eccellente, di prim'ordine, superiore; di superficie; finissimo, extrafino, superfino	極上の; 表面の	극상의, 최고의, 우수한, 뛰어난	heel groot (of sterk); bovenste, hoogste	muito grande; superior	превосходный, первосортный, первоклассный, отличный, огромный по силе	super; bárbaro, chévere	jättestor; super-	N/A	süper, aşırı, üstün, mükemmel, birinci sınıf
